sequence	net_charge	gravy_index
DRAMP00181	1.0167509338989023	-0.24444444444444446
DRAMP00182	-2.2458681529966524	0.9866666666666667
DRAMP00183	-2.275571123293682	0.964516129032258
DRAMP00184	4.180434585938384	-0.9818181818181818
DRAMP00185	5.842270797548884	-0.970967741935484
DRAMP00186	2.8255875802887114	-0.3333333333333333
DRAMP00187	1.7614358953108313	-0.6863636363636364
DRAMP00188	6.791662043134287	0.06363636363636363
DRAMP00189	4.841637076372415	-0.8548387096774194
DRAMP00190	5.669558497089613	-0.743859649122807
DRAMP00191	-1.1519117375809023	0.3999999999999999
DRAMP00192	0.5003446876413439	-1.2714285714285716
DRAMP00193	-0.21844138218630027	-0.13255813953488374
DRAMP00194	0.7612023753291453	-0.37894736842105264
DRAMP00195	-0.13378400311739913	-0.0034090909090909237
DRAMP00196	-3.2715929214227337	0.11444444444444445
DRAMP00197	1.8860727582635688	-0.03378378378378379
DRAMP00198	-0.23989838581069733	0.8366666666666667
DRAMP00199	-2.509069262694292	-0.2516129032258065
DRAMP00200	-2.148559454661369	0.08181818181818179
DRAMP00201	-0.5992594813764603	1.1071428571428572
DRAMP00202	-0.5992594813764603	1.0071428571428571
DRAMP00203	-0.5992594813764603	1.0071428571428571
DRAMP00204	-0.5903574922764515	0.7928571428571428
DRAMP00205	-1.2793805862658933	1.1571428571428573
DRAMP00206	9.90475976065129	-0.2982758620689655
DRAMP00207	-0.15249067757442392	1.0362068965517242
DRAMP00208	1.8462020204619392	-1.0115384615384615
DRAMP00209	-1.2862085759941513	0.24888888888888888
DRAMP00211	2.7085786618962495	0.24054054054054055
DRAMP00212	-0.19802228852455706	-0.46923076923076923
DRAMP00213	-0.3853719255541961	0.5756756756756757
DRAMP00214	-1.4995235525178117	0.25909090909090904
DRAMP00215	2.819990212272484	-0.1774193548387097
DRAMP00216	2.7920473227568205	-0.35106382978723405
DRAMP00217	-0.20412541214591307	0.7625
DRAMP00218	0.7402896340912819	0.45
DRAMP00219	4.754107608195298	-0.3318181818181818
DRAMP00220	4.755106609194298	-0.4352941176470588
DRAMP00221	1.7375461508759678	0.25849056603773585
DRAMP00222	-4.147550453762368	0.06547619047619045
