sequence	net_charge	gravy_index
id_00028	-1.2793805862658933	1.1571428571428573
id_00035	5.753108607196298	-0.4230769230769231
id_00145	3.712970868034336	-0.2770833333333333
id_00199	1.913452468577662	-0.3918918918918919
id_00204	2.794773848951838	0.4058823529411764
id_00205	2.8819480372064246	0.41470588235294115
id_00206	1.7104101226704609	0.190625
id_00207	7.362479618275591	-0.3558823529411765
id_00480	-1.1519117375809023	0.3999999999999999
id_00499	-0.26601161004484764	2.106666666666667
id_00529	0.7985833119240486	0.321875
id_00530	1.6814864364631004	0.7310344827586207
id_00590	-1.2793805862658933	1.1714285714285713
id_00594	4.180434585938384	-0.9818181818181818
id_00631	3.7344273879381213	-0.2534883720930233
id_00632	2.7354263889371224	-0.3136363636363636
id_00633	1.9107737664452968	-0.5744186046511628
id_00634	2.977146973502863	-0.49318181818181817
id_00635	1.913452468577662	-0.41081081081081083
id_00636	1.862873713863069	-0.07674418604651162
id_00637	2.7748670658332713	-0.18536585365853658
id_00673	2.7012784167611192	0.39999999999999997
id_00674	-1.1994186860779497	0.16249999999999998
id_00726	-0.23989838581069733	0.7272727272727273
id_00766	-0.15249067757442392	0.996551724137931
id_00767	3.7299823860591474	1.0072463768115942
id_00768	5.026153912538754	0.3890243902439024
id_00807	2.819990212272484	-0.1774193548387097
id_00841	3.438895575173013	-0.02978723404255319
id_00842	2.3527203879174268	-0.11860465116279069
id_00843	2.35284214785827	-0.1883720930232558
id_00844	2.977146973502863	-0.4295454545454545
id_00845	3.8226005771917095	-0.5488372093023255
id_00846	3.7344273879381213	-0.2534883720930233
id_00847	2.7354263889371224	-0.1511627906976744
id_00848	1.9107737664452968	-0.6069767441860465
id_00849	-0.5325627577447012	-0.5351351351351351
id_00850	0.9790232155600214	-0.2972972972972973
id_00851	2.97702521356202	-0.2783783783783784
id_00852	4.888842024408431	-0.4216216216216216
id_00853	0.8648617159610699	-0.15
id_00854	3.860165012030701	-0.6906976744186046
id_00865	1.5344696333340666	-0.45957446808510644
id_00923	1.862873713863069	-0.07674418604651162
id_00927	-2.237843404954801	1.0017241379310344
id_00928	-2.2655483732538286	0.6914285714285714
id_00929	5.502585526643175	0.5485714285714286
id_00930	-0.03263225665530367	-0.24186046511627912
id_00931	2.7564608901158287	0.937142857142857
id_00932	-0.15249067757442392	1.0362068965517242
id_00995	-0.23709792373748817	-1.4000000000000001
id_00996	-2.1586939647420653	0.8249999999999998
id_00997	2.794773848951838	0.5235294117647059
id_00998	1.8770547701146685	-0.4777777777777778
id_01000	-1.092442517625343	0.45199999999999996
id_01001	0.8193642933210672	-0.3592592592592592
