sequence	GRAVY index
>00028	1.1571428571428573
>00035	-0.4230769230769231
>00145	-0.2770833333333333
>00199	-0.3918918918918919
>00204	0.4058823529411764
>00205	0.41470588235294115
>00206	0.190625
>00207	-0.3558823529411765
>00480	0.3999999999999999
>00499	2.106666666666667
>00529	0.321875
>00530	0.7310344827586207
>00590	1.1714285714285713
>00594	-0.9818181818181818
>00631	-0.2534883720930233
>00632	-0.3136363636363636
>00633	-0.5744186046511628
>00634	-0.49318181818181817
>00635	-0.41081081081081083
>00636	-0.07674418604651162
>00637	-0.18536585365853658
>00673	0.39999999999999997
>00674	0.16249999999999998
>00726	0.7272727272727273
>00766	0.996551724137931
>00767	1.0072463768115942
>00768	0.3890243902439024
>00807	-0.1774193548387097
>00841	-0.02978723404255319
>00842	-0.11860465116279069
>00843	-0.1883720930232558
>00844	-0.4295454545454545
>00845	-0.5488372093023255
>00846	-0.2534883720930233
>00847	-0.1511627906976744
>00848	-0.6069767441860465
>00849	-0.5351351351351351
>00850	-0.2972972972972973
>00851	-0.2783783783783784
>00852	-0.4216216216216216
>00853	-0.15
>00854	-0.6906976744186046
>00865	-0.45957446808510644
>00923	-0.07674418604651162
>00927	1.0017241379310344
>00928	0.6914285714285714
>00929	0.5485714285714286
>00930	-0.24186046511627912
>00931	0.937142857142857
>00932	1.0362068965517242
>00995	-1.4000000000000001
>00996	0.8249999999999998
>00997	0.5235294117647059
>00998	-0.4777777777777778
>01000	0.45199999999999996
>01001	-0.3592592592592592
>01002	-0.12857142857142861
>01003	-0.013636363636363663
>01004	1.1222222222222222
>01131	-0.08431372549019607
>01137	1.1428571428571428
>01138	1.1571428571428573
>01151	-0.7435897435897436
>01152	-0.6923076923076923
>01154	-0.35106382978723405
>01155	-0.46153846153846156
>01156	0.5230769230769231
>01165	-0.403448275862069
>01167	-0.6535714285714286
>01168	1.0583333333333333
>01169	0.19791666666666666
>01170	0.7779661016949152
>01171	0.5338709677419355
>01172	0.88
>01173	0.88
>01174	0.9113636363636364
>01175	-0.41515151515151516
>01176	1.2142857142857142
>01177	0.08666666666666667
>01178	-0.932
>01179	-0.41627906976744183
>01180	-0.04347826086956521
>01181	-0.36
>01182	-0.41714285714285715
>01183	-0.7454545454545454
>01184	-0.7454545454545454
>01185	-0.3754716981132076
>01186	-0.2982758620689655
>01187	-0.35882352941176476
>01188	-0.5886363636363637
>01189	0.06363636363636363
>01190	0.20227272727272727
>01191	0.20227272727272727
>01192	0.5638888888888889
>01193	0.8855263157894736
>01194	-0.29000000000000004
>01195	0.19545454545454544
>01196	0.06547619047619045
>01197	-0.7454545454545454
>01198	1.2942857142857143
>01199	-0.5857142857142857
>01200	0.176
>01201	0.05185185185185183
>01202	0.29259259259259257
>01203	-0.011111111111111125
>01204	0.11153846153846152
>01205	0.5756756756756757
>01206	0.9400000000000001
>01224	2.353333333333333
>01225	2.08
>01226	-1.2714285714285716
>01227	-0.13255813953488374
>01228	-0.0034090909090909237
>01229	0.11444444444444445
>01230	0.08181818181818179
>01231	0.8366666666666667
>01232	-0.2516129032258065
>01283	-1.2925925925925925
>01285	0.10945945945945945
>01329	-0.26
>01464	-0.3254901960784314
>01493	0.5399999999999999
>01495	0.4272727272727273
>01511	0.25151515151515147
>01569	-0.2512820512820513
>01570	1.3433333333333333
>01593	-0.18947368421052635
>01594	-0.16842105263157894
>01595	-0.5105263157894737
>01596	-0.2210526315789474
>01600	0.53125
>01603	0.8904761904761904
>01604	-0.4041666666666666
>01605	1.2684210526315791
>01606	0.24054054054054055
>01607	0.296969696969697
>01608	0.296969696969697
>01609	-0.3931034482758621
>01610	-0.6333333333333333
>01611	0.39545454545454545
>01612	-0.022580645161290325
>01615	0.0870967741935484
>01616	-0.22
>01617	0.3333333333333333
>01618	0.353125
>01621	0.10714285714285712
>01632	1.1090909090909091
>01647	0.45
>01651	0.8866666666666667
