sequence	net_charge	gravy_index
dbAMP_00029	-8.205168518636818	-0.04942528735632184
dbAMP_00051	4.967185961766253	0.17567567567567569
dbAMP_00054	3.7926910438332917	-0.07333333333333333
dbAMP_00057	2.773075604659065	0.42608695652173917
dbAMP_00059	-6.23117036277478	0.21061946902654868
dbAMP_00088	-0.9991613469451099	-0.4897959183673469
dbAMP_00121	2.7362421066362304	0.4766666666666666
dbAMP_00122	3.73623210673623	0.33999999999999997
dbAMP_00123	2.7362421066362304	0.4133333333333333
dbAMP_00148	1.7555051464407327	0.296969696969697
dbAMP_00189	2.7938665859560845	-1.0375
dbAMP_00199	1.8860727582635688	-0.03378378378378379
dbAMP_00207	5.789125100742768	0.2692307692307692
dbAMP_00247	2.7920473227568205	-0.35106382978723405
dbAMP_00283	1.862873713863069	-0.07674418604651162
dbAMP_00293	-1.1995034891984937	1.0966666666666667
dbAMP_00302	4.7938018048731355	-1.0
dbAMP_00303	4.7938018048731355	-1.0
dbAMP_00304	5.792681043933291	-0.863157894736842
dbAMP_00305	4.7938018048731355	-0.863157894736842
dbAMP_00306	5.792681043933291	-0.7263157894736842
dbAMP_00307	4.7938018048731355	-1.2421052631578948
dbAMP_00308	4.7938018048731355	-1.1894736842105265
dbAMP_00352	2.795844588154084	0.6666666666666666
dbAMP_00354	1.7920003437989274	0.09999999999999996
dbAMP_00358	3.794845587155083	-0.1888888888888889
dbAMP_00359	3.7958345882540825	-0.2555555555555556
dbAMP_00365	5.789880581860082	0.22499999999999998
dbAMP_00390	3.7918785838580837	0.4461538461538461
dbAMP_00404	2.794845587155083	0.09999999999999996
dbAMP_00420	-1.2862085759941513	0.24888888888888888
dbAMP_00427	3.012919947167647	-0.304
dbAMP_00436	-4.152146921510939	0.17407407407407408
dbAMP_00437	6.791662043134287	0.06363636363636363
dbAMP_00447	-0.16797358039081445	-0.5113207547169811
dbAMP_00449	2.792877584857085	-1.5125
dbAMP_00464	-0.20412541214591307	0.5199999999999999
dbAMP_00468	-0.036506530034870366	-0.2938053097345133
dbAMP_00469	2.7938665859560845	-1.5875
dbAMP_00484	1.713669664065005	-0.21000000000000002
dbAMP_00512	5.761813749879407	-0.5352112676056338
dbAMP_00542	3.773868064834271	-0.37317073170731707
dbAMP_00543	2.7748670658332713	-0.18536585365853658
dbAMP_00563	0.7948655869550849	0.364
dbAMP_00564	0.8749962260417661	-0.041250000000000016
dbAMP_00565	-0.13378400311739913	-0.0034090909090909237
dbAMP_00566	-1.2409189105687424	1.4052631578947368
dbAMP_00569	4.741374632364034	0.5399999999999999
dbAMP_00570	-0.20412541214591307	0.7625
dbAMP_00572	6.847341799917638	0.0033333333333333327
dbAMP_00579	-0.24092891046874354	1.019047619047619
dbAMP_00585	5.932037383093845	-0.1506849315068493
dbAMP_00587	-5.010243363890165	-0.08230088495575222
dbAMP_00668	5.787928735952807	-0.4258823529411765
dbAMP_00669	5.788917737051808	-0.37607843137254904
dbAMP_00670	-0.22392739234393277	1.1090909090909091
dbAMP_00672	-0.11695122389132617	-1.6500000000000001
dbAMP_00673	-0.134017523099085	-0.21363636363636365
dbAMP_00674	-1.1347082231334507	-0.2727272727272727
dbAMP_00675	1.7766885267074817	-0.2210526315789474
dbAMP_00676	0.8648617159610699	-0.15
dbAMP_00680	13.029679862893447	-0.4603921568627451
dbAMP_00682	0.7948655869550849	0.0
dbAMP_00687	2.8629754740039113	-0.7454545454545454
dbAMP_00688	3.860165012030701	-0.7511627906976743
dbAMP_00689	3.860165012030701	-0.6906976744186046
dbAMP_00690	2.9562511892852976	-0.7743589743589744
dbAMP_00691	2.9562511892852976	-0.9076923076923077
dbAMP_00693	3.7731025838169554	-0.43255813953488365
dbAMP_00694	4.773092583916954	-0.41250000000000003
dbAMP_00695	6.847341799917638	0.03103448275862069
dbAMP_00698	2.4783007339547005	-0.5632768361581921
dbAMP_00727	-0.19802228852455706	-0.46923076923076923
dbAMP_00747	-1.2023139511717038	0.5466666666666667
dbAMP_00752	-1.202882891265225	0.04444444444444443
dbAMP_00759	2.795844588154084	0.14444444444444443
dbAMP_00769	0.8603715528544953	-0.36
dbAMP_00783	-0.27047859716588407	-0.5105263157894737
dbAMP_00789	0.7104001227704595	0.10714285714285712
dbAMP_00864	1.8391662735190875	-0.7777777777777778
dbAMP_00874	0.7295214028341159	-0.18947368421052635
dbAMP_00877	4.969382123520199	-1.130232558139535
dbAMP_00879	6.838527334125558	-0.2729166666666667
dbAMP_00880	-1.2793805862658933	1.1714285714285713
dbAMP_00881	-1.2793805862658933	1.1571428571428573
dbAMP_00882	-1.2793805862658933	1.1571428571428573
dbAMP_00883	-1.2793805862658933	1.1428571428571428
dbAMP_00884	-0.28050134720573794	1.1571428571428573
dbAMP_00922	0.7305104039331161	-0.2210526315789474
dbAMP_00923	0.7305104039331161	-0.16842105263157894
dbAMP_00929	-0.19139393803609783	-0.6333333333333333
dbAMP_00930	-1.190394937037097	-0.29000000000000004
dbAMP_00933	-0.25970036600871704	0.8307692307692308
dbAMP_00935	-1.2766918842335269	0.9400000000000001
dbAMP_00936	-1.266790894134517	0.8578947368421053
dbAMP_00938	1.7285224018351153	0.428125
dbAMP_00942	-1.2964938644315467	0.7727272727272727
dbAMP_00954	-0.269479596166883	-0.16842105263157894
dbAMP_00962	0.2218060804862627	0.15263157894736837
dbAMP_00963	-1.266790894134517	1.4214285714285713
dbAMP_00968	-2.1479805146678475	-0.4555555555555556
dbAMP_00970	-2.0211803118084752	-0.09113924050632913
dbAMP_00978	1.9151420296217214	-0.4041666666666666
dbAMP_00998	-6.229992918564326	-3.5
dbAMP_01001	-2.257458844129028	0.9399999999999998
dbAMP_01022	1.7610258342053542	-2.9000000000000004
dbAMP_01028	3.875125810445257	-0.042105263157894764
dbAMP_01034	2.8833023181279556	0.052830188679245264
dbAMP_01035	2.7961281298733685	0.0471698113207547
dbAMP_01039	-2.148559454661369	0.08181818181818179
dbAMP_01052	1.7856205377450873	-0.3138888888888889
dbAMP_01069	-28.11188746023781	-0.5301960784313726
dbAMP_01074	-1.25945684612703	0.3266666666666667
dbAMP_01075	-4.329999861017793	0.8855263157894736
dbAMP_01079	-0.2486886148698635	-0.04545454545454544
dbAMP_01112	2.7599650460222502	-1.5346153846153845
dbAMP_01128	-1.0644292483616788	-1.2142857142857142
dbAMP_01146	-0.23598716269764441	-1.49
dbAMP_01165	-2.2376568639310084	-1.0333333333333334
dbAMP_01169	1.7375461508759678	0.25849056603773585
dbAMP_01207	1.3740825931185627	-2.0947368421052635
dbAMP_01209	1.7614358953108313	-0.6863636363636364
dbAMP_01263	-2.2458681529966524	1.1222222222222222
dbAMP_01265	-2.275571123293682	0.964516129032258
dbAMP_01272	-0.06543824926068109	-0.43333333333333335
dbAMP_01287	-0.01860175607281178	0.580281690140845
dbAMP_01390	-3.1609308594223178	-0.09500000000000003
dbAMP_01392	4.180434585938384	-0.9818181818181818
dbAMP_01402	-2.139924027366174	-0.8934426229508197
dbAMP_01429	3.8328216148019885	-0.7266666666666667
dbAMP_01435	-2.1605484603525893	-1.09
dbAMP_01439	3.8290791305876737	0.783076923076923
dbAMP_01469	3.900305582899399	-0.3754716981132076
dbAMP_01470	0.9051140468706107	0.12777777777777774
dbAMP_01482	-0.07699719404642091	0.13333333333333322
dbAMP_01483	-3.0720669701343652	-0.4181818181818182
dbAMP_01488	-3.159241158388952	-0.4454545454545455
dbAMP_01490	-1.1620616202621632	-1.4444444444444444
dbAMP_01519	-1.1640496223601642	-1.0266666666666666
dbAMP_01547	2.921228324037263	-0.46153846153846156
dbAMP_01555	3.8336440746771987	-0.44999999999999996
dbAMP_01581	1.9973807612529955	-0.17800000000000002
dbAMP_01582	2.0062827503530043	-0.248
dbAMP_01585	-5.22142069392102	-1.106896551724138
dbAMP_01596	5.7647305164946125	-0.5692307692307692
dbAMP_01598	3.7561056101932997	0.7526315789473683
dbAMP_01608	1.748202622092291	0.6916666666666665
dbAMP_01611	0.7392906330922808	0.8181818181818182
dbAMP_01628	1.8300229622123378	0.2742857142857143
dbAMP_01648	3.7570946112922994	0.9692307692307692
dbAMP_01701	1.7580936122913	1.0461538461538462
dbAMP_01716	0.7600916142893016	1.5769230769230769
dbAMP_01719	1.0206151780540615	0.37368421052631573
dbAMP_01746	3.810701585094698	0.14400000000000002
dbAMP_01761	0.7591026131903019	1.669230769230769
dbAMP_01836	4.743309377238129	0.475
dbAMP_01840	3.759194373431142	-0.43846153846153846
dbAMP_01842	2.7592043733311433	-0.10000000000000002
dbAMP_01845	1.7175006507962602	-0.013636363636363663
dbAMP_01846	1.7184896518952604	0.004545454545454514
dbAMP_01851	0.7591026131903019	1.7615384615384615
dbAMP_01905	-0.23989838581069733	1.5538461538461539
dbAMP_01948	2.7571046111923003	1.425
dbAMP_01954	1.7600816143893008	1.9
dbAMP_01994	0.7591026131903019	1.7307692307692308
dbAMP_02002	0.7591026131903019	1.9
dbAMP_02005	0.7591026131903019	1.8153846153846152
dbAMP_02007	1.758103612191301	1.4769230769230768
dbAMP_02009	0.7591026131903019	1.4615384615384615
dbAMP_02037	0.7591026131903019	2.023076923076923
dbAMP_02099	0.7591026131903019	1.8846153846153846
dbAMP_02100	1.758103612191301	1.3466666666666667
dbAMP_02102	0.7600916142893016	1.8076923076923077
dbAMP_02105	1.759092613290301	1.7153846153846155
dbAMP_02121	0.7600916142893016	1.6538461538461537
dbAMP_02129	2.7373026309942805	1.515
dbAMP_02135	3.7382816321932792	1.2521739130434784
dbAMP_02136	-0.23989838581069733	1.9923076923076921
dbAMP_02137	0.7591026131903019	1.8538461538461537
dbAMP_02151	0.7619030752635112	-0.8
dbAMP_02257	3.845369560686728	0.08666666666666667
dbAMP_02281	-2.2369661638966436	0.04499999999999994
dbAMP_02334	1.7410273130835403	-0.41132075471698115
dbAMP_02356	10.736987070479485	-0.41714285714285715
dbAMP_02383	0.7393006329922822	1.7999999999999998
dbAMP_02392	1.7582053723321427	0.013333333333333319
dbAMP_02409	5.843239798847883	-0.6272727272727273
dbAMP_02430	0.836375811345879	0.8738095238095239
dbAMP_02438	4.755106609194298	-0.4352941176470588
dbAMP_02440	3.760995834505351	-0.932
dbAMP_02464	-1.2387776248708526	-1.1
dbAMP_02471	-3.2715929214227337	0.11444444444444445
dbAMP_02491	-4.147550453762368	0.06547619047619045
dbAMP_02492	-4.147550453762368	0.043749999999999976
dbAMP_02493	-4.147550453762368	0.01309523809523807
dbAMP_02575	2.8739502683224645	-0.775
dbAMP_02595	1.759092613290301	0.71875
dbAMP_02677	3.7430053152815406	-0.7999999999999999
dbAMP_02699	2.7409055531426962	-0.16909090909090907
dbAMP_02700	3.74013007222538	-0.24745762711864405
dbAMP_02716	-1.1509127365819012	-0.20000000000000004
dbAMP_02717	-1.1519117375809023	0.3999999999999999
dbAMP_02719	-0.23989838581069733	0.8733333333333333
dbAMP_02720	-0.23989838581069733	0.8366666666666667
dbAMP_02728	-0.179626705779931	0.176
dbAMP_02774	-5.584785921032434	-0.531390134529148
dbAMP_02899	2.8272025003391272	-0.36428571428571427
dbAMP_02957	8.751110605198296	-0.1590909090909091
dbAMP_02960	3.845091259422096	-0.01304347826086959
dbAMP_03222	0.9055594803766551	0.11153846153846152
dbAMP_03243	2.8442787994468874	0.06666666666666661
